name,NumberOfDistinctIps,NumOfDistCountries,NumberOfDomainsThatShareIP,ReverseDNSQueryARecrods,ReverseDNSQueryNSrecords,ReverseDNSErrors,Blacklisted,shortLife_nchanges,shortLife_avgReq,dailySimilarity,repeatingPatterns_nChanges,repeatingPatterns_avgReq,repeatingPatterns_stdChangeLen,accessRatio_idle,accessRatio_active,AverageTTL,StdDevOfTTL,NumOfDistTTL,NumOfTTLChange,SpecTTL01,SpecTTL110,SpecTTL10100,SpecTTL100300,SpecTTL300900,SpecTTL900inf,PercOfNumChars,PercOfLengthOfLMS
makeameme.org,6,1,0,0.0,0.0,1.0,False,4,2.0,3.7694064607523687,8,1.375,2.449489742783178,False,True,300.0,0.0,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.3076923076923077
mrporter.com,1,1,0,1.0,0.0,1.0,False,0,0.0,1.4835342436651642,4,0.5,1.0,True,False,20.0,0.0,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.5
marcopolo.me,7,1,0,1.0,0.0,1.0,False,45,5.8,6.6484752937307565,50,5.32,1.4142135623730951,False,True,59.70793650793651,2.346876412227447,5,0.3333333333333333,0.0,0.0,0.3174603174603174,0.0,0.0,0.0,0.0,0.3333333333333333
myanimelist.net,48,1,0,1.0,0.0,1.0,False,230,23.08695652173913,5.843555150770006,228,23.100877192982452,1.4142135623730951,False,True,55.76269212855146,12.088881735210956,60,34.96774193548387,0.0,0.0931532370749883,0.0931532370749883,0.0,0.0,0.0,0.0,0.3333333333333333
makeuseof.com,1,1,0,1.0,0.0,1.0,False,0,0.0,3.489264339921961,4,0.5,0.0,False,False,65360.84210526316,23564.11987479448,15,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,5.2631578947368425,0.0,0.3076923076923077
manjaro.org,1,1,0,1.0,0.0,1.0,False,42,2.380952380952381,6.440964020760275,40,2.4,1.4142135623730951,False,True,61633.92513368984,24923.763289057864,144,4.516129032258065,0.0,0.0,0.0,0.0,0.0,0.5347593582887701,0.0,0.2727272727272727
mediamass.net,1,1,0,1.0,0.0,1.0,False,35,2.628571428571429,6.378374089063168,38,2.526315789473684,1.4142135623730951,False,True,7722.952173913043,3607.6600785334754,129,5.433333333333334,0.0,0.0,0.4347826086956521,0.4347826086956521,0.4347826086956521,0.4347826086956521,0.0,0.3846153846153846
mymotocast.com,1,1,0,1.0,0.0,1.0,False,0,0.0,0.9044248866496176,4,0.75,1.0,True,False,10114.25,5699.774169502975,3,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.2857142857142857
minergate.com,3,1,0,1.0,0.0,1.0,False,44,2.5,6.223681381519157,42,2.642857142857143,1.4142135623730951,False,True,58.523809523809526,8.513700097420259,8,0.4137931034482758,0.0,0.5291005291005291,0.5291005291005291,0.0,0.0,0.0,0.0,0.3846153846153846
mixadvert.com,1,1,0,0.0,0.0,1.0,False,51,2.4705882352941178,6.325466793361504,54,2.4444444444444446,1.0,False,True,765.2173913043479,262.08762557255704,65,3.612903225806452,0.0,0.0,0.3623188405797101,0.3623188405797101,0.3623188405797101,74.27536231884058,0.0,0.4615384615384615
magicseaweed.com,1,1,0,1.0,0.0,1.0,False,68,2.2794117647058822,6.367946577742592,69,2.36231884057971,1.0,False,True,2898.9870550161813,1094.4640299337827,121,5.709677419354839,0.0,0.3236245954692556,0.3236245954692556,0.3236245954692556,0.3236245954692556,0.3236245954692556,0.0,0.4375
myqnapcloud.com,28,1,0,1.0,0.0,1.0,False,0,0.0,3.754005234702232,4,1.25,4.0,False,False,56.56,11.82108229297052,4,0.2142857142857142,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.3333333333333333
ma.tt,1,1,0,1.0,2.0,0.0,False,35,2.3714285714285714,6.417964691470669,37,2.27027027027027,1.0,False,True,293.36649214659684,35.93051375478554,9,0.6,0.0,0.0,1.0471204188481675,0.5235602094240838,94.24083769633508,0.0,0.0,0.4
momentjs.com,4,1,0,0.0,0.0,1.0,False,186,14.28494623655914,5.808466901786462,182,14.186813186813186,1.4142135623730951,False,True,251.65420560747663,85.48019181320142,278,39.38709677419355,0.0,0.0424808836023789,0.0424808836023789,0.0424808836023789,66.65250637213254,0.0,0.0,0.5
marketbeat.com,4,1,0,0.0,0.0,1.0,False,0,0.0,4.71982762542058,4,0.5,1.0,False,True,300.0,0.0,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.4285714285714285
mybrowseraddon.com,8,1,0,0.0,0.0,1.0,False,116,3.534482758620689,6.5101174402900055,116,3.681034482758621,1.7320508075688772,False,True,297.7114583333333,19.74786518361023,11,0.5806451612903226,0.0,0.0,0.2083333333333333,0.2083333333333333,97.70833333333331,0.0,0.0,0.3888888888888889
mediashuttle.com,2,1,0,1.0,0.0,1.0,False,5,2.0,6.421449042913399,9,2.0,1.0,False,True,291.4379562043796,37.50181657409477,11,0.6,0.0,0.0,0.7299270072992701,0.7299270072992701,91.97080291970804,0.0,0.0,0.4375
mariadb.org,4,1,0,0.5,0.0,1.0,False,178,10.202247191011235,6.568979215937256,177,10.016949152542374,1.7320508075688772,False,True,287.46089049338144,49.36529413211235,106,9.03225806451613,0.0,0.0601684717208182,0.0601684717208182,0.0601684717208182,90.73405535499398,0.0,0.0,0.4545454545454545
merriam-webster.com,32,1,0,1.0,0.0,1.0,False,104,3.576923076923077,6.404371948512841,107,3.308411214953271,1.4142135623730951,False,True,58.7,6.025272465670362,23,2.677419354838709,0.0,0.2083333333333333,0.2083333333333333,0.0,0.0,0.0,0.0,0.2105263157894736
mpc-hc.org,6,1,0,0.0,0.0,1.0,False,22,2.4545454545454546,6.09041189699808,20,2.55,1.4142135623730951,False,True,298.97849462365593,9.608874601480936,3,0.074074074074074,0.0,0.0,0.0,1.075268817204301,97.8494623655914,0.0,0.0,0.3
msn.com,1,1,0,0.0,0.0,1.0,False,131,530.4885496183206,2.3035730652426585,132,528.9772727272727,1.7320508075688772,False,True,10827.59230566795,6205.054134926409,20173,1899.3870967741937,0.0,0.0016447909470706,0.0016447909470706,0.0016447909470706,0.0016447909470706,0.0016447909470706,0.0,0.4285714285714285
models.com,2,1,0,1.0,0.0,1.0,False,23,2.217391304347826,6.200864571092399,24,2.083333333333333,1.0,False,True,289.7012195121951,44.07793762943322,13,0.6333333333333333,0.0,0.0,0.6097560975609756,0.6097560975609756,92.6829268292683,0.0,0.0,0.6
musicbrainz.org,1,1,0,1.0,0.0,1.0,False,254,48.54330708661417,2.484863744908833,253,48.70750988142292,1.7320508075688772,False,True,2278.5761638733707,1137.7259052768602,2684,219.3548387096774,0.0,0.0124146492861576,0.0124146492861576,0.0124146492861576,0.0124146492861576,0.0124146492861576,0.0,0.3333333333333333
mylust.com,1,1,0,0.0,0.0,1.0,False,143,8.496503496503497,6.428319527225998,148,8.047297297297296,1.0,False,True,456.87203389830506,190.9798840086164,349,24.12903225806452,0.0,0.0847457627118644,0.0847457627118644,0.0847457627118644,0.0847457627118644,0.0,0.0,0.4
manycam.com,24,1,0,1.0,0.0,1.0,False,129,3.4573643410852712,6.376068587803484,124,3.645161290322581,1.4142135623730951,False,True,59.12689393939394,5.623679061668711,17,1.3548387096774193,0.0,0.1893939393939394,0.1893939393939394,0.0,0.0,0.0,0.0,0.3636363636363636
materialdesignicons.com,1,1,0,1.0,0.0,1.0,False,22,2.6818181818181817,6.152056427919546,24,2.0,1.0,False,True,1357.023622047244,698.0283282622689,25,1.1666666666666667,0.0,0.0,0.7874015748031497,0.7874015748031497,0.7874015748031497,0.7874015748031497,0.0,0.3478260869565217
moneymappress.com,2,1,0,1.0,0.0,1.0,False,1,1.0,0.9110841521164164,4,0.5,1.0,True,False,60.0,0.0,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.2941176470588235
mysexgames.com,4,1,0,0.0,0.0,1.0,False,18,1.7777777777777777,4.803670688020582,22,1.5909090909090908,1.7320508075688772,False,True,299.1272727272727,5.910819019778095,4,0.2777777777777778,0.0,0.0,0.0,1.818181818181818,94.54545454545456,0.0,0.0,0.3571428571428571
movieweb.com,2,1,0,0.0,0.0,1.0,False,25,2.44,6.49873313433323,31,2.6451612903225805,1.4142135623730951,False,True,298.0662251655629,18.228038303330127,3,0.064516129032258,0.0,0.0,0.6622516556291391,0.6622516556291391,98.67549668874172,0.0,0.0,0.4166666666666667
mixcord.co,2,1,0,1.0,0.0,1.0,False,0,0.0,1.7714662979210691,4,0.5,1.0,False,False,60.0,0.0,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.4
musical.ly,2,1,0,0.0,0.0,1.0,False,2,2.0,6.226105096768094,6,1.0,1.4142135623730951,False,True,576.3690476190476,95.52060689507007,6,0.1724137931034483,0.0,0.0,0.0,1.1904761904761905,94.04761904761904,0.0,0.0,0.7
mailtrack.io,5,1,0,1.0,0.0,1.0,False,150,18.05333333333333,4.778718286653368,156,17.455128205128204,2.0,False,True,56.42563887725178,11.333545481035026,60,16.774193548387096,0.0,0.2513615416841223,0.041893590280687,0.0,0.0,0.0,0.0,0.4166666666666667
muslimpro.com,8,1,0,0.5,0.0,1.0,False,2,2.5,4.562826202203181,6,1.5,1.0,False,True,71528.0,23438.843595232272,21,0.8888888888888888,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.3076923076923077
meetup.com,4,1,0,0.0,0.0,1.0,False,4,2.25,4.620253977878047,8,1.375,1.4142135623730951,False,True,60.0,0.0,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.6
minecraft-server-list.com,4,1,0,0.0,0.0,1.0,False,19,2.631578947368421,5.67451180509972,23,2.217391304347826,1.4142135623730951,False,True,298.29245283018867,16.497000721878802,3,0.08,0.0,0.0,0.0,0.9433962264150944,98.1132075471698,0.0,0.0,0.24
meneame.net,9,1,0,0.8,0.0,1.0,False,48,2.75,6.472288349472972,50,3.0,1.4142135623730951,False,True,59.74407582938389,2.67315331936284,4,0.1666666666666666,0.0,0.0,0.4739336492890995,0.0,0.0,0.0,0.0,0.3636363636363636
moovitapp.com,48,1,0,1.0,0.0,1.0,False,191,14.12565445026178,5.919153784455615,191,14.277486910994764,1.7320508075688772,False,True,56.59590163934426,10.922104637693716,60,17.35483870967742,0.0,0.1229508196721311,0.040983606557377,0.0,0.0,0.0,0.0,0.3076923076923077
mobilesystemservice.com,1,1,0,1.0,0.0,1.0,False,96,3.5104166666666665,6.605154672327641,93,3.6236559139784954,1.4142135623730951,False,True,279.3011363636364,60.35793173067562,69,4.161290322580645,0.0,0.3787878787878788,0.1893939393939394,0.1893939393939394,84.6590909090909,0.0,0.0,0.3043478260869565
mention-me.com,8,1,0,1.0,0.0,1.0,False,11,2.0,6.361991004005158,12,1.9166666666666667,2.6457513110645907,False,True,60.0,0.0,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.5
my.com,1,1,0,1.0,2.0,0.0,False,94,3.8404255319148937,6.224359521695752,91,3.8461538461538463,1.4142135623730951,False,True,423.8710359408034,206.16041522952705,224,11.806451612903226,0.0,0.2114164904862579,0.2114164904862579,0.2114164904862579,0.2114164904862579,0.0,0.0,0.5
mit.edu,8,2,0,0.5,0.0,1.0,False,4,2.5,4.353478156786874,8,1.625,1.0,False,True,20.0,0.0,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.2857142857142857
meraki.com,132,1,0,1.0,0.0,1.0,False,163,135.92638036809817,4.395650849421029,166,134.33132530120483,2.0,False,True,50.01549724790253,17.10224724627828,60,338.64516129032256,0.0,0.5237001015336932,0.5824827659915567,0.0,0.0,0.0,0.0,0.4
maillist-manage.com,2,1,0,0.0,0.0,1.0,False,24,2.875,6.638707655428331,36,2.611111111111111,1.4142135623730951,False,True,553.6960784313726,132.3861562580544,26,1.1612903225806452,0.0,0.0,0.4901960784313725,0.4901960784313725,0.4901960784313725,0.0,0.0,0.3157894736842105
memeguy.com,7,1,0,0.0,0.0,1.0,False,4,3.25,4.423542937074404,7,1.2857142857142858,0.0,False,True,295.1067961165049,34.94278590343532,2,0.1176470588235294,0.0,0.0,1.941747572815534,0.0,98.05825242718448,0.0,0.0,0.3636363636363636
mentalfloss.com,1,1,0,1.0,0.0,1.0,False,0,0.0,3.308068877991005,4,0.75,1.4142135623730951,False,False,60.0,0.0,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.4
masterpass.com,5,2,0,1.0,0.0,1.0,False,170,12.941176470588236,5.111555210874473,165,12.709090909090907,1.7320508075688772,False,True,19.690464048954613,1.951073968738109,20,4.129032258064516,0.0,0.1019887812340642,0.0509943906170321,0.0,0.0,0.0,0.0,0.4285714285714285
marca.com,2,2,0,0.0,0.0,1.0,False,5,1.8,4.376233906469968,8,1.25,0.0,False,True,298.375,6.369027879435939,4,0.1666666666666666,0.0,0.0,0.0,3.125,90.625,0.0,0.0,0.4444444444444444
myfxbook.com,1,1,0,0.0,0.0,1.0,False,1,1.0,4.377292350138876,4,0.5,0.0,False,True,1742.8125,193.5035946152739,5,0.3529411764705882,0.0,0.0,0.0,0.0,3.125,3.125,0.0,0.3333333333333333
memegenerator.net,4,1,0,0.0,0.0,1.0,False,116,3.543103448275862,6.44646126768698,126,3.523809523809524,1.4142135623730951,False,True,287.93501805054154,47.85203142754887,41,2.5161290322580645,0.0,0.0,0.1805054151624548,0.1805054151624548,91.87725631768951,0.0,0.0,0.5294117647058824
minkatu.com,16,1,0,1.0,0.0,1.0,False,182,68.98901098901099,4.91931503089722,185,68.6108108108108,2.0,False,True,27.0957822585732,6.983637277234567,30,109.03225806451611,0.0,0.7127688652467358,0.7169739912953891,0.0,0.0,0.0,0.0,0.3636363636363636
notepad-plus-plus.org,7,2,0,0.0,0.0,1.0,False,159,8.685534591194969,5.567210884761108,167,8.113772455089821,1.7320508075688772,False,True,886.6869826937547,2963.0689945738764,317,34.096774193548384,0.0,0.4138449962377727,0.1504890895410083,0.0752445447705041,0.037622272385252,0.037622272385252,0.0,0.3333333333333333
news.cn,2,1,0,0.0,0.0,1.0,False,0,0.0,3.763893586657636,4,0.5,1.0,False,False,3600.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.5714285714285714
nightdev.com,2,1,0,0.0,0.0,1.0,False,2,2.0,2.287125861020281,6,0.3333333333333333,0.0,False,False,300.0,0.0,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.4166666666666667
nrk.no,8,1,0,1.0,0.0,1.0,False,4,2.0,3.534645995148991,8,1.25,0.0,False,False,20.0,0.0,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.3333333333333333
nesn.com,1,1,0,0.0,0.0,1.0,False,1,1.0,2.816403231798261,4,0.5,1.0,False,False,3600.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.375
nerdist.com,6,1,0,0.0,0.0,1.0,False,13,2.076923076923077,6.445595137203185,18,1.8888888888888888,1.0,False,True,295.1102362204724,29.123573833559472,5,0.1724137931034483,0.0,0.0,0.7874015748031497,0.7874015748031497,96.8503937007874,0.0,0.0,0.3636363636363636
notdoppler.com,3,1,0,0.0,0.0,1.0,False,1,3.0,4.70785842873752,4,0.5,1.0,False,True,300.0,0.0,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.2142857142857142
nba.com,2,1,0,1.0,0.0,1.0,False,35,2.142857142857143,6.491697327133005,33,2.0,1.4142135623730951,False,True,297.3271889400922,20.048183250957884,8,0.3548387096774194,0.0,0.0,0.4608294930875576,0.4608294930875576,96.7741935483871,0.0,0.0,0.4285714285714285
nikonrumors.com,1,1,0,1.0,0.0,1.0,False,8,2.375,5.988382779277201,11,1.9090909090909087,0.0,False,True,30.0,0.0,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.4
nature.com,1,1,0,0.0,0.0,1.0,False,1,2.0,5.335810855374505,5,0.8,1.0,False,True,64679.26190476191,27680.13165859313,26,0.8095238095238095,0.0,0.0,0.0,0.0,0.0,2.380952380952381,0.0,0.6
nce.ru,1,1,0,1.0,0.0,1.0,True,2,3.0,0.6087800483403605,5,1.8,1.0,True,False,2864.6296296296296,1013.8206922387192,14,9.5,0.0,0.0,0.0,3.703703703703704,0.0,3.703703703703704,0.0,0.0
noip.com,1,1,0,1.0,0.0,1.0,False,0,0.0,1.4899047468463174,4,0.5,1.0,True,False,1800.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.375
nxtck.com,1,1,0,1.0,0.0,1.0,False,172,52.47674418604651,4.466773270251252,173,53.10982658959538,1.7320508075688772,False,True,27.80656079146056,6.151650211949613,30,65.35483870967742,0.0,0.4295756313460036,0.5206977349648529,0.0,0.0,0.0,0.0,0.3333333333333333
nuget.org,1,1,0,0.0,0.0,1.0,False,126,8.103174603174603,5.715892900349971,139,7.661870503597123,1.7320508075688772,False,True,2299.583505154639,1215.5474305724106,593,27.24137931034483,0.0,0.1030927835051546,0.1030927835051546,0.1030927835051546,0.1030927835051546,0.1030927835051546,0.0,0.3333333333333333
nestle.com,2,1,0,0.0,0.0,1.0,False,92,5.956521739130435,6.234712015537465,95,5.631578947368421,2.0,False,True,2403.430357142857,1178.133877761847,336,13.580645161290322,0.0,0.0,0.1785714285714285,0.3571428571428571,0.1785714285714285,0.1785714285714285,0.0,0.6
namemc.com,4,1,0,0.0,0.0,1.0,False,32,2.5,6.6296455836531,33,2.8181818181818183,1.4142135623730951,False,True,29.884615384615383,0.8546644761630164,5,0.2580645161290322,0.0,0.0,0.5494505494505495,0.0,0.0,0.0,0.0,0.4
nametests.com,5,1,0,0.0,0.0,1.0,False,0,0.0,1.2033513334828043,4,0.5,1.0,True,False,300.0,0.0,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.3846153846153846
nu.nl,24,1,0,0.9583333333333334,0.0,1.0,False,0,0.0,2.56616672947752,4,0.75,3.1622776601683795,False,False,21.785714285714285,16.109527712409296,12,0.5,0.0,21.428571428571427,7.142857142857143,0.0,0.0,0.0,0.0,0.4
newsnow.co.uk,1,1,0,2.0,4.0,0.0,False,10,3.9,6.146575602122117,10,3.8,2.0,False,True,59.3125,6.149186938124422,2,0.074074074074074,0.0,1.25,98.75,0.0,0.0,0.0,0.0,0.3076923076923077
narvar.com,4,1,0,1.0,0.0,1.0,False,5,2.2,6.488063601243609,9,1.6666666666666667,1.0,False,True,60.0,0.0,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.3
ninite.com,2,1,0,1.0,0.0,1.0,False,109,3.5779816513761467,6.246443912503618,109,3.697247706422018,1.4142135623730951,False,True,58.69213483146068,7.26314369985526,17,1.096774193548387,0.0,0.2247191011235955,0.2247191011235955,0.0,0.0,0.0,0.0,0.4
ning.com,1,1,0,1.0,0.0,1.0,False,0,0.0,2.8084377951952453,4,0.5,1.0,False,False,287.0,36.61594287639296,3,0.1,0.0,0.0,0.0,8.333333333333334,83.33333333333333,0.0,0.0,0.375
newrelic.com,4,1,0,0.0,0.0,1.0,False,43,2.372093023255814,6.436436101671775,41,2.317073170731707,1.4142135623730951,False,True,2830.088669950739,1114.3425290409143,80,3.3225806451612905,0.0,0.0,0.4926108374384236,0.4926108374384236,0.4926108374384236,0.4926108374384236,0.0,0.4166666666666667
newatlas.com,6,1,0,0.0,0.0,1.0,False,7,1.7142857142857142,6.243058814103028,12,1.5833333333333333,1.0,False,True,293.96,35.32361238567262,4,0.1428571428571428,0.0,0.0,1.0,1.0,97.0,0.0,0.0,0.4166666666666667
netbeans.org,1,1,0,1.0,0.0,1.0,False,2,2.0,5.477610206039147,7,1.2857142857142858,0.0,False,True,1682.9591836734694,327.8079315178118,9,0.3333333333333333,0.0,0.0,0.0,2.0408163265306123,2.0408163265306123,2.0408163265306123,0.0,0.4166666666666667
osm.org,6,2,0,0.0,0.0,1.0,False,144,3.8819444444444446,6.127438025168999,145,3.9172413793103447,1.4142135623730951,False,True,555.5841924398626,129.4036091216268,74,4.451612903225806,0.0,0.1718213058419244,0.1718213058419244,0.1718213058419244,0.1718213058419244,0.0,0.0,0.4285714285714285
oureverydaylife.com,4,2,0,1.0,0.0,1.0,False,0,0.0,2.3003689145641477,4,0.5,1.0,False,False,20.0,0.0,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.4210526315789473
optifine.net,6,1,0,0.0,0.0,1.0,False,151,39.01324503311258,4.164495351872727,150,38.88,1.7320508075688772,False,True,236.02660927411463,93.13173763341284,299,99.38709677419357,0.0,0.0978282136568186,0.0782625709254549,0.0782625709254549,57.71864605752299,0.0,0.0,0.3333333333333333
outlook.com,8,1,0,0.0,0.0,1.0,False,173,75.35838150289017,4.276843483443725,170,76.39411764705882,2.0,False,True,207.40679214495347,100.187537839254,300,273.7741935483871,0.0,0.2266314632460424,0.1631746535371505,0.2266314632460424,38.74378179922719,0.0,0.0,0.6363636363636364
ow.ly,6,1,0,1.0,0.6666666666666666,0.0,False,193,101.56994818652848,3.82699594116758,182,104.86813186813188,1.7320508075688772,False,True,193.483581898483,99.33749054820667,300,442.7741935483871,0.0,0.1792229405363886,0.2432311335850989,0.2048262177558727,28.483645906676056,0.0,0.0,0.4
opensharecount.com,8,1,0,0.0,0.0,1.0,False,166,5.753012048192771,6.090970046794565,159,5.981132075471698,1.4142135623730951,False,True,276.9408154318281,62.8719494048527,126,9.612903225806452,0.0,0.0876808417360806,0.0876808417360806,0.0876808417360806,79.61420429636125,0.0,0.0,0.3888888888888889
opentrackr.org,1,1,0,1.0,3.0,0.0,False,251,25.29880478087649,6.440545820957666,255,25.254901960784316,1.0,False,True,222.8150824532148,97.42450599553727,300,122.58064516129032,0.0,0.0926440615156568,0.1667593107281823,0.0741152492125254,48.34167129886974,0.0,0.0,0.3571428571428571
onet.tv,1,1,0,2.0,0.0,1.0,False,3,1.6666666666666667,6.242821475055761,9,1.5555555555555556,0.0,False,True,294.2105263157895,32.897949597494645,4,0.1111111111111111,0.0,0.0,1.3157894736842106,1.3157894736842106,96.05263157894736,0.0,0.0,0.4285714285714285
oclc.org,1,1,0,1.0,0.0,1.0,False,0,0.0,0.6131032027471535,4,0.5,1.0,True,False,3600.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.375
orcid.org,4,1,0,0.0,0.0,1.0,False,189,17.835978835978835,6.328231176399352,185,17.864864864864863,1.7320508075688772,False,True,253.4515456755818,83.63346956459955,248,41.83870967741935,0.0,0.0694685654741229,0.0347342827370614,0.0347342827370614,68.63494268843348,0.0,0.0,0.3333333333333333
opentor.org,1,1,0,1.0,0.0,1.0,False,250,21.936,6.527362552269243,246,21.82520325203252,1.4142135623730951,False,True,6210.795811518325,3361.809479492908,3466,140.5483870967742,0.0,0.0218150087260034,0.0218150087260034,0.0218150087260034,0.0218150087260034,0.0218150087260034,0.0,0.3636363636363636
openexchangerates.org,4,1,0,1.0,0.0,1.0,False,137,7.145985401459854,6.744799685828233,133,7.81203007518797,1.7320508075688772,False,True,58.86800334168756,6.622981965814499,34,3.032258064516129,0.0,0.1670843776106934,0.0835421888053467,0.0,0.0,0.0,0.0,0.4285714285714285
onclickads.net,3,1,0,0.0,0.0,1.0,False,133,547.5413533834586,2.394603352591335,131,556.3053435114504,1.7320508075688772,False,True,39.42040809860271,19.83922731385088,60,1738.967741935484,0.0,1.2325338233896264,31.589620100757266,0.0,0.0,0.0,0.0,0.3571428571428571
omniglot.com,6,3,0,1.0,0.0,1.0,False,1,0.0,5.116149894829006,5,0.6,2.8284271247461903,False,True,60.0,0.0,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.25
orphus.ru,1,1,0,1.0,5.0,0.0,False,7,2.142857142857143,2.5608905984695927,9,0.8888888888888888,2.8284271247461903,False,False,300.0,0.0,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.2222222222222222
outbrain.com,2,1,0,1.0,0.0,1.0,False,68,2.676470588235294,6.415972453830103,67,2.537313432835821,1.7320508075688772,False,True,2844.4897260273974,1114.0289758668473,118,5.419354838709677,0.0,0.3424657534246575,0.3424657534246575,0.3424657534246575,0.3424657534246575,0.3424657534246575,0.0,0.4166666666666667
oglaf.com,20,1,0,1.0,0.0,1.0,False,13,2.3076923076923075,6.1842729997682175,17,1.8235294117647056,1.4142135623730951,False,True,60.0,0.0,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.3333333333333333
oil-price.net,1,1,0,0.0,0.0,1.0,False,8,2.0,6.285371811358261,9,1.7777777777777777,0.0,False,True,6199.91,1895.3155761593696,31,1.2413793103448276,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3846153846153846
openbittorrent.com,4,2,0,1.0,2.0,0.5,False,104,3.5576923076923075,6.704330384562491,113,3.4690265486725664,1.4142135623730951,False,True,810.6906614785992,215.98951230393703,91,5.096774193548387,0.0,0.0,0.1945525291828793,0.1945525291828793,0.1945525291828793,80.93385214007782,0.0,0.3888888888888889
okcupid.com,5,1,0,0.0,0.0,1.0,False,129,5.5813953488372094,6.560198573088626,131,5.450381679389313,1.4142135623730951,False,True,269.6515486725664,72.67505240233152,129,9.612903225806452,0.0,0.1106194690265486,0.1106194690265486,0.1106194690265486,79.42477876106194,0.0,0.0,0.4545454545454545
petri.com,6,1,0,0.0,0.0,1.0,False,0,0.0,3.0757664460397907,4,0.5,1.0,False,False,300.0,0.0,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.3333333333333333
pathofexile.com,2,1,0,0.0,0.0,1.0,False,0,0.0,2.819016953690456,4,0.5,1.0,False,False,300.0,0.0,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.3333333333333333
psychcentral.com,4,1,0,1.0,0.0,1.0,False,0,0.0,3.93423999128226,4,0.75,3.1622776601683795,False,True,60.0,0.0,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.4375
pof.com,2,1,0,0.0,0.0,1.0,False,0,0.0,4.382745168351824,4,0.5,1.0,False,True,300.0,0.0,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.4285714285714285
ping.com,1,1,0,0.0,0.0,1.0,False,133,115.28571428571428,4.645192724623806,138,113.15217391304348,2.0,False,True,0.0,0.0,1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
perezhilton.com,3,1,0,0.0,0.0,1.0,False,36,2.388888888888889,6.461641956131614,38,2.236842105263158,1.0,False,True,294.7473684210526,34.00117906186331,7,0.3666666666666666,0.0,0.0,0.5263157894736842,0.5263157894736842,96.84210526315788,0.0,0.0,0.2666666666666666
plusive.com,2,1,0,1.0,0.0,1.0,False,1,3.0,2.8151790594573995,5,1.0,1.0,False,False,60.0,0.0,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.3636363636363636
postila.ru,4,1,0,1.0,0.0,1.0,False,90,5.122222222222222,6.2206655013577095,93,4.946236559139785,1.0,False,True,2471.831013916501,1217.8407011668496,278,12.758620689655173,0.0,0.1988071570576541,0.1988071570576541,0.1988071570576541,0.1988071570576541,0.1988071570576541,0.0,0.4
passion-hd.com,8,1,0,1.0,0.0,1.0,False,9,1.5555555555555556,5.558118438685965,11,1.6363636363636365,2.0,False,True,60.0,0.0,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.5
pornfun.com,4,1,0,0.0,0.0,1.0,False,4,2.25,5.178458510782694,7,1.7142857142857142,2.449489742783178,False,True,297.06410256410254,16.226891057222304,4,0.1818181818181818,0.0,0.0,0.0,1.2820512820512822,94.87179487179488,0.0,0.0,0.3636363636363636
