name,NumberOfDistinctIps,NumOfDistCountries,NumberOfDomainsThatShareIP,ReverseDNSQueryARecrods,ReverseDNSQueryNSrecords,ReverseDNSErrors,Blacklisted,shortLife_nchanges,shortLife_avgReq,dailySimilarity,repeatingPatterns_nChanges,repeatingPatterns_avgReq,repeatingPatterns_stdChangeLen,accessRatio_idle,accessRatio_active,AverageTTL,StdDevOfTTL,NumOfDistTTL,NumOfTTLChange,SpecTTL01,SpecTTL110,SpecTTL10100,SpecTTL100300,SpecTTL300900,SpecTTL900inf,PercOfNumChars,PercOfLengthOfLMS
agar.io,10,1,0,0.0,0.0,1.0,False,160,4.70625,6.174470562809943,159,4.415094339622642,1.4142135623730951,False,True,286.12158469945354,52.23920347363315,59,3.645161290322581,0.0,0.1366120218579235,0.273224043715847,0.1366120218579235,90.84699453551912,0.0,0.0,0.5714285714285714
archive.fo,1,1,0,0.0,0.0,1.0,False,0,0.0,2.046736556421655,4,1.0,3.1622776601683795,False,False,294.6428571428572,20.04459314343183,2,0.1428571428571428,0.0,0.0,0.0,7.142857142857143,92.85714285714286,0.0,0.0,0.7
amazonaws.com,3,1,0,0.0,0.0,1.0,False,13,3.5384615384615383,6.137466545113897,14,3.071428571428572,2.449489742783178,False,True,811.7843137254902,239.57567519799807,16,0.6296296296296297,0.0,0.0,0.9803921568627452,0.9803921568627452,0.9803921568627452,85.29411764705883,0.0,0.4615384615384615
anime-planet.com,3,1,0,0.0,0.0,1.0,False,0,0.0,0.3094084853750141,4,0.5,1.0,True,False,300.0,0.0,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.375
appleinsider.com,6,1,0,0.0,0.0,1.0,False,18,2.0,6.6390974022487885,24,1.6666666666666667,1.4142135623730951,False,True,290.8583333333333,45.07158574119205,6,0.2580645161290322,0.0,0.0,0.8333333333333334,0.8333333333333334,95.83333333333331,0.0,0.0,0.4375
argos.co.uk,1,1,0,1.0,0.0,1.0,False,0,0.0,0.6131032027471534,4,0.5,1.0,True,False,16.0,1.4142135623730951,2,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.1818181818181818
astromenda.com,20,1,0,1.0,0.0,1.0,False,27,2.037037037037037,6.2409196429395815,30,2.2333333333333334,2.0,False,True,59.09848484848485,7.213586010224368,3,0.1379310344827586,0.0,1.5151515151515151,0.7575757575757576,0.0,0.0,0.0,0.0,0.2857142857142857
avistaz.to,3,1,0,0.0,0.0,1.0,False,6,2.333333333333333,4.387003557549198,10,1.7,0.0,False,True,298.8666666666667,7.3958439317421085,3,0.125,0.0,0.0,0.0,2.2222222222222223,95.55555555555556,0.0,0.0,0.5
all.co.il,1,1,0,1.0,0.0,1.0,True,5,4.2,0.9132245144622676,2,2.0,2.0,True,False,295.02702702702703,27.606849478673556,3,1.6666666666666667,0.0,0.0,0.0,5.405405405405405,91.89189189189187,0.0,0.0,0.3333333333333333
atom.io,97,1,0,0.9896907216494846,0.0,1.0,False,177,8.389830508474576,6.013814962199401,180,8.222222222222221,1.7320508075688772,False,True,5.659259259259259,2.457040359061196,10,31.32258064516129,0.0,6.074074074074074,8.518518518518519,0.0,0.0,0.0,0.0,0.5714285714285714
armorgames.com,6,1,0,0.0,0.0,1.0,False,116,3.3706896551724137,6.434123881189755,123,3.203252032520325,1.0,False,True,286.8696741854637,49.82356554136767,26,1.4838709677419355,0.0,0.7518796992481203,0.2506265664160401,0.2506265664160401,90.47619047619048,0.0,0.0,0.3571428571428571
alice.it,1,1,0,1.0,0.0,1.0,False,40,2.15,6.506765845243012,44,1.8636363636363635,1.0,False,True,53872.31400966184,28466.290291230584,164,5.193548387096774,0.0,0.4830917874396135,0.0,0.0,0.0,0.4830917874396135,0.0,0.5
amplitude.com,16,1,0,1.0,0.0,1.0,False,2,2.5,4.435303119398224,6,1.1666666666666667,0.0,False,True,60.0,0.0,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.6923076923076923
aruba.it,1,1,0,0.0,0.0,1.0,False,148,7.02027027027027,6.167134660140932,148,7.04054054054054,1.7320508075688772,False,True,514.0321011673152,164.006269445384,226,15.35483870967742,0.0,0.0972762645914396,0.0972762645914396,0.0972762645914396,0.0972762645914396,0.0,0.0,0.375
ay.gy,14,1,0,0.0,0.0,1.0,False,112,4.089285714285714,6.369313104634602,110,4.345454545454546,1.4142135623730951,False,True,283.833000665336,52.500314393624606,60,3.806451612903226,0.0,0.3992015968063872,0.1330671989354624,0.1330671989354624,87.55821689953426,0.0,0.0,0.0
adhitzads.com,61,1,0,0.0,0.0,1.0,False,83,3.216867469879518,6.555705169980404,88,3.125,1.4142135623730951,False,True,287.34624145785875,47.83097786056487,37,2.225806451612903,0.0,0.2277904328018223,0.2277904328018223,0.2277904328018223,89.29384965831436,0.0,0.0,0.2307692307692307
ad4mat.net,1,1,0,1.0,0.0,1.0,False,183,52.377049180327866,4.769066719063879,187,51.90909090909091,1.7320508075688772,False,True,43131.39437138995,27107.086615548964,7473,253.1935483870968,0.0,0.0,0.0122895416000983,0.0122895416000983,0.0122895416000983,0.0122895416000983,0.1,0.3
alison.com,4,1,0,0.0,0.0,1.0,False,39,3.5128205128205128,5.782064620667873,46,3.0,0.0,False,True,294.27878787878785,35.20268501067705,7,0.3461538461538461,0.0,0.0,0.6060606060606061,0.6060606060606061,96.36363636363636,0.0,0.0,0.3
art19.com,4,1,0,0.0,0.0,1.0,False,21,2.0476190476190474,6.415032525214474,25,1.88,1.0,False,True,59.67391304347826,2.343196642243577,3,0.1333333333333333,0.0,0.0,1.4492753623188406,0.0,0.0,0.0,0.2222222222222222,0.3333333333333333
autohdvideoapi.com,4,1,0,1.0,0.0,1.0,False,123,4.333333333333333,6.37074129579587,131,4.366412213740458,1.4142135623730951,False,True,59.53484320557492,4.212076948017664,10,0.6451612903225806,0.0,0.1742160278745644,0.1742160278745644,0.0,0.0,0.0,0.0,0.2777777777777778
aqicn.org,1,1,0,1.0,0.0,1.0,False,6,2.5,5.9699064030978,10,1.7,1.0,False,True,3368.984615384616,743.282195155121,9,0.3333333333333333,0.0,0.0,0.0,1.5384615384615383,1.5384615384615383,1.5384615384615383,0.0,0.3333333333333333
adverster.com,1,1,0,1.0,0.0,1.0,False,9,2.0,5.762015218191483,9,2.0,2.0,False,True,1622.6024096385545,435.24428071665903,9,0.4230769230769231,0.0,0.0,0.0,1.2048192771084338,2.409638554216868,2.409638554216868,0.0,0.3846153846153846
arenabg.com,1,1,0,1.0,0.0,1.0,False,48,2.3125,6.681284355035269,41,2.268292682926829,1.0,False,True,3006.7509433962264,1014.304003727814,92,4.161290322580645,0.0,0.0,0.3773584905660377,0.3773584905660377,0.3773584905660377,0.3773584905660377,0.0,0.4545454545454545
amateurindex.com,1,1,0,0.0,0.0,1.0,False,4,2.0,3.014668777189727,8,1.375,2.449489742783178,False,False,14174.0,830.7359043987101,3,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.4375
amazon.com.au,3,1,0,0.0,0.0,1.0,False,228,15.728070175438596,6.552686664810443,234,15.653846153846152,1.0,False,True,55.78514426028238,12.143867975744753,60,26.0,0.0,0.2148557397176181,0.1227747084100675,0.0,0.0,0.0,0.0,0.4615384615384615
amazon.co.uk,3,1,0,0.0,0.0,1.0,False,132,561.9015151515151,2.332913226323228,133,561.3984962406015,1.7320508075688772,False,True,39.489199727672215,19.729359350744296,60,1783.354838709677,0.0,1.1450145447793525,31.046914649996907,0.0,0.0,0.0,0.0,0.5
airbnb.com,3,1,0,1.0,0.0,1.0,False,20,2.5,6.04742248798877,21,2.333333333333333,1.0,False,True,33.776785714285715,15.417015113525087,42,2.925925925925926,0.0,1.7857142857142858,0.8928571428571429,0.0,0.0,0.0,0.0,0.3
anke.info,2,1,0,0.0,0.0,1.0,True,4,4.25,0.6135960853192853,8,2.5,2.0,True,False,600.0,0.0,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.4444444444444444
adaway.org,4,1,0,0.75,0.0,1.0,False,61,2.7868852459016398,6.649364178148917,61,2.7704918032786887,1.0,False,True,59.114666666666665,5.98242240295912,12,0.6451612903225806,0.0,0.2666666666666666,0.2666666666666666,0.0,0.0,0.0,0.0,0.4
adroll.com,2,1,0,1.0,0.0,1.0,False,55,2.690909090909091,6.514306592091021,56,2.6607142857142856,1.4142135623730951,False,True,59.51898734177215,4.248698125170184,4,0.1612903225806451,0.0,0.0,0.8438818565400844,0.0,0.0,0.0,0.0,0.5
attitude.co.uk,7,1,0,0.0,0.0,1.0,False,7,1.4285714285714286,5.923468200774953,9,1.2222222222222223,1.0,False,True,300.0,0.0,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.5714285714285714
audienceinsights.net,1,1,0,1.0,0.0,1.0,False,0,0.0,0.6131032027471535,4,0.75,3.1622776601683795,True,False,38400.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.4
appkefu.com,1,1,0,0.0,0.0,1.0,False,33,2.1818181818181817,6.622329816468136,42,1.9285714285714288,0.0,False,True,591.756880733945,69.94369409848461,2,0.2,0.0,1.3761467889908257,0.0,0.0,98.62385321100918,0.0,0.0,0.2727272727272727
anysex.com,1,1,0,0.0,0.0,1.0,False,181,6.248618784530387,6.541475226010829,176,6.1875,1.0,False,True,507.972131147541,167.52620074110493,283,20.161290322580644,0.0,0.081967213114754,0.081967213114754,0.081967213114754,0.081967213114754,0.0,0.0,0.3
adidas.com,1,1,0,1.0,0.0,1.0,False,5,2.6,4.806982949508478,6,1.3333333333333333,1.0,False,True,299.26666666666665,5.680375574437544,2,0.1052631578947368,0.0,0.0,0.0,1.6666666666666667,98.33333333333331,0.0,0.0,0.3
adventori.com,4,1,0,1.5,0.75,0.0,False,138,499.2826086956522,2.606323081516421,135,505.5037037037037,1.7320508075688772,False,True,318.8307603956184,182.53064345150108,600,1791.6129032258063,0.0,0.1803679676698925,0.1463362756567053,0.1735616292672551,0.1735616292672551,0.0,0.0,0.4615384615384615
adf.ly,3,1,0,0.0,0.0,1.0,False,184,34.80978260869565,4.747675186705837,172,36.27906976744186,1.7320508075688772,False,True,228.15497343835867,95.8691907067098,299,116.41935483870968,0.0,0.1831837332844843,0.0366367466568968,0.0549551199853453,52.17072723942114,0.0,0.0,0.3333333333333333
appelsiini.net,6,1,0,0.0,0.0,1.0,False,9,2.555555555555556,5.9477100988975815,12,2.083333333333333,0.0,False,True,290.56485355648533,37.49166544746556,8,0.25,0.0,0.0,0.8368200836820083,0.8368200836820083,93.30543933054392,0.0,0.0,0.3571428571428571
ally.com,1,1,0,1.0,0.0,1.0,False,129,547.7674418604652,2.246295699479205,128,548.6640625,1.7320508075688772,False,True,164.63309586545657,93.11981512392757,300,1895.5806451612905,0.0,0.2781301844442276,0.2521063075371653,0.2683712306040792,9.667870270973618,0.0,0.0,0.5
asana.com,4,1,0,0.0,0.0,1.0,False,53,2.2452830188679247,6.423715609224245,55,2.0,1.4142135623730951,False,True,59.88397790055249,1.1294217811238254,4,0.1666666666666666,0.0,0.0,0.5524861878453039,0.0,0.0,0.0,0.0,0.3333333333333333
audionews.org,3,1,0,0.0,0.0,1.0,False,23,2.391304347826087,5.822172996729631,28,2.142857142857143,0.0,False,True,297.6354166666667,22.98467287742486,3,0.074074074074074,0.0,0.0,1.0416666666666667,1.0416666666666667,97.91666666666669,0.0,0.0,0.3846153846153846
amazon.ca,3,1,0,0.0,0.0,1.0,False,222,15.905405405405403,6.5267026956318,225,16.084444444444443,1.4142135623730951,False,True,56.10926438904279,11.624514992125103,60,26.451612903225808,0.0,0.1846722068328716,0.0923361034164358,0.0,0.0,0.0,0.0,0.6666666666666666
arte.tv,1,1,0,1.0,0.0,1.0,False,30,2.433333333333333,6.504971670903044,32,2.84375,1.7320508075688772,False,True,56609.263392857145,27379.11777555992,180,5.741935483870968,0.0,0.0,0.0,0.4464285714285714,0.4464285714285714,0.4464285714285714,0.0,0.4285714285714285
appsgeyser.com,1,1,0,0.0,0.0,1.0,False,5,3.0,0.9118901937996264,5,3.2,2.8284271247461903,True,False,300.0,0.0,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.4285714285714285
appadvice.com,6,1,0,0.0,0.0,1.0,False,11,4.909090909090909,5.689984833444407,18,3.6666666666666665,2.23606797749979,False,True,298.90909090909093,8.349375734681226,3,1.3043478260869563,0.0,0.0,0.0,0.9090909090909092,70.0,0.0,0.0,0.4615384615384615
admitad.com,1,1,0,1.0,0.0,1.0,False,0,0.0,0.8961706877609571,4,0.75,3.1622776601683795,True,False,3600.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.4545454545454545
askleo.com,3,2,0,1.0,0.0,1.0,False,0,0.0,2.8313166961537197,4,0.5,1.0,False,False,60.0,0.0,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.3
autodesk.com,2,1,0,1.0,0.0,1.0,False,20,2.1,6.051971570325498,20,1.85,1.0,False,True,297.7798165137615,23.12592568257225,2,0.0,0.0,0.0,0.9174311926605504,0.0,99.08256880733946,0.0,0.0,0.3333333333333333
aveleyman.com,1,1,0,0.0,0.0,1.0,False,0,0.0,1.7496048058131657,4,1.0,4.0,False,False,210.25,126.6950782672431,4,0.1666666666666666,0.0,12.5,12.5,12.5,62.5,0.0,0.0,0.2307692307692307
astrologyzone.com,11,1,0,0.0,0.0,1.0,False,0,0.0,0.9045358037240908,2,0.5,1.4142135623730951,True,False,300.0,0.0,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.5294117647058824
aeon.co,3,1,0,1.0,0.0,1.0,False,22,4.318181818181818,6.157585713087991,30,3.2333333333333334,1.4142135623730951,False,True,59.84563758389262,1.7995695756479484,3,0.1071428571428571,0.0,0.0,0.6711409395973155,0.0,0.0,0.0,0.0,0.5714285714285714
ancensored.com,1,1,0,0.0,0.0,1.0,False,102,3.676470588235294,6.525752389743413,110,3.6818181818181817,1.0,False,True,6840.432971014493,3617.93216990888,388,14.838709677419354,0.0,0.0,0.181159420289855,0.181159420289855,0.181159420289855,0.181159420289855,0.0,0.5714285714285714
automattic.com,2,1,0,0.0,0.0,1.0,False,152,5.019736842105263,6.198251406236414,159,4.849056603773585,1.4142135623730951,False,True,276.32925336597305,64.341389223668,107,7.129032258064516,0.0,0.3671970624235006,0.1223990208078335,0.1223990208078335,83.72093023255815,0.0,0.0,0.5
adgear.com,1,1,0,1.0,0.0,1.0,False,86,3.5930232558139537,6.382764707361068,86,3.616279069767442,1.0,False,True,59.561484918793504,4.161317057177142,8,0.3870967741935484,0.0,0.2320185614849187,0.2320185614849187,0.0,0.0,0.0,0.0,0.4
afternic.com,1,1,0,1.0,0.0,1.0,False,10,1.8,5.418035557768971,10,2.5,2.449489742783178,False,True,599.6666666666666,3.055050463303893,2,0.0909090909090909,0.0,0.0,0.0,0.0,1.1904761904761905,0.0,0.0,0.4166666666666667
addsearch.com,1,1,0,0.0,0.0,1.0,False,169,27.08284023668639,4.525964221733318,168,26.886904761904763,1.7320508075688772,False,True,55.42637580565196,12.438518611764591,60,36.64516129032258,0.0,0.1239464551313832,0.1239464551313832,0.0,0.0,0.0,0.0,0.4615384615384615
adfurikun.jp,3,1,0,1.0,0.0,1.0,False,1,2.0,0.9050624947163444,4,1.5,3.4641016151377544,True,False,59.625,0.7187952884282609,3,1.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.25
abload.de,1,1,0,1.0,0.0,1.0,False,187,25.550802139037437,5.369830566442917,184,25.15217391304348,1.7320508075688772,False,True,56.05215311004785,11.92900582013882,60,30.032258064516128,0.0,0.3827751196172249,0.0956937799043062,0.0,0.0,0.0,0.0,0.4444444444444444
angular.io,2,1,0,0.0,0.0,1.0,False,23,1.8695652173913044,6.396276655990441,27,2.037037037037037,1.7320508075688772,False,True,3184.595238095238,857.9802111275046,34,1.5,0.0,0.0,0.0,0.7936507936507936,0.7936507936507936,0.7936507936507936,0.0,0.7
buyee.jp,14,1,0,1.0,0.0,1.0,False,82,3.1707317073170733,6.776660634505277,84,3.083333333333333,1.4142135623730951,False,True,59.31805157593123,5.573798477032605,8,0.3870967741935484,0.0,0.5730659025787965,0.1432664756446991,0.0,0.0,0.0,0.0,0.375
beeimg.com,4,1,0,0.0,0.0,1.0,False,4,1.75,5.534041024243292,9,1.7777777777777777,0.0,False,True,300.0,0.0,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.3
bzab.se,1,1,0,1.0,0.0,1.0,True,0,0.0,0.3094084853750141,0,0.0,0.0,True,False,900.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.2857142857142857
bitrix.info,7,1,0,1.0,0.0,1.0,False,177,8.361581920903955,5.880922285950239,181,8.657458563535911,1.4142135623730951,False,True,57.84424534803584,9.147632045155508,45,6.451612903225806,0.0,0.0689179875947622,0.0689179875947622,0.0,0.0,0.0,0.0,0.3636363636363636
birthdayalarm.com,3,1,0,1.0,0.0,1.0,False,0,0.0,3.052210009970444,4,0.5,1.0,False,False,53.375,17.10123175854811,5,0.2727272727272727,0.0,6.25,6.25,0.0,0.0,0.0,0.0,0.4705882352941176
barclays.co.uk,17,3,0,0.7647058823529411,0.0,1.0,False,131,544.0610687022901,2.402355881704087,130,549.2,1.7320508075688772,False,True,13.274967011039232,6.432731389480844,20,1706.2903225806451,0.0,3.686717517942776,33.52322100994496,0.0,0.0,0.0,0.0,0.3571428571428571
btzoo.eu,1,1,0,0.0,0.0,1.0,False,0,0.0,3.3102221923666653,4,0.75,3.1622776601683795,False,False,277.0,69.17369442208505,3,0.0,0.0,0.0,5.882352941176471,5.882352941176471,88.23529411764706,0.0,0.0,0.375
bonk.io,6,1,0,0.0,0.0,1.0,False,4,1.5,1.491697817302564,6,1.0,0.0,True,False,300.0,0.0,1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.5714285714285714
bandcamp.com,4,1,0,0.0,0.0,1.0,False,186,13.817204301075268,5.847897644092094,182,14.043956043956044,1.4142135623730951,False,True,1192.7777777777778,604.1100753406907,1041,64.2258064516129,0.0,0.042087542087542,0.042087542087542,0.042087542087542,0.042087542087542,0.042087542087542,0.0,0.3333333333333333
brazzersnetwork.com,1,1,0,0.0,0.0,1.0,False,2,2.0,2.833889269283953,6,1.0,0.0,False,False,3541.7619047619046,266.88047975861866,2,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,4.761904761904762,0.0,0.3684210526315789
behance.net,4,1,0,0.0,0.0,1.0,False,131,3.4656488549618323,6.238628934076758,130,3.4461538461538463,1.4142135623730951,False,True,267.51076320939336,75.2002604998866,91,5.645161290322581,0.0,0.5870841487279843,0.1956947162426614,0.1956947162426614,77.49510763209393,0.0,0.0,0.4545454545454545
bitbucket.org,9,1,0,0.5,0.4444444444444444,0.7777777777777778,False,179,107.94972067039106,4.893977322045024,172,111.63372093023256,2.23606797749979,False,True,52.13688632869177,15.48841007957434,60,260.64516129032256,0.0,0.3421616822227515,0.7341317105918531,0.0,0.0,0.0,0.0,0.4615384615384615
bltftb5z1.vg,1,1,0,0.0,0.0,1.0,True,0,0.0,0.9100241076805023,2,0.0,0.0,True,False,7239.5625,4323.893306866702,10,6.5,0.0,0.0,0.0,0.0,6.25,6.25,0.1666666666666666,0.1666666666666666
