,name,NumberOfDistinctIps,NumOfDistCountries,NumberOfDomainsThatShareIP,ReverseDNSQueryARecrods,ReverseDNSQueryNSrecords,ReverseDNSErrors,Blacklisted
934,wccftech.com,4,1,0,0.25,0.0,1.0,False
935,winglai.com,1,1,0,1.0,0.0,1.0,False
936,weebly.com,2,1,0,1.0,4.0,0.0,False
937,welt.de,1,1,0,1.0,0.0,1.0,False
938,washington.edu,5,1,0,1.0,0.0,1.0,False
939,whitepages.com,3,1,0,1.0,0.0,1.0,False
940,warthunder.ru,2,1,0,0.0,0.0,1.0,False
941,webshots.com,2,1,0,0.0,0.0,1.0,False
942,warframe.market,6,1,0,0.0,0.0,1.0,False
943,wikimedia.org,2,2,0,0.5,0.0,1.0,False
944,www.net.cn,1,1,0,0.0,0.0,1.0,False
945,webex.com,1,1,0,1.0,2.0,0.0,False
946,wanadoo.fr,2,1,0,1.0,0.0,1.0,False
947,watchmygirlfriend.tv,1,1,0,0.0,0.0,1.0,False
948,wordpress.org,1,1,0,1.0,4.0,0.0,False
949,windows.com,5,3,0,0.0,0.0,1.0,False
950,w3.org,1,1,0,1.0,0.0,1.0,False
951,winteriscoming.net,6,1,0,1.0,0.0,1.0,False
952,wbb.se,1,1,0,1.0,0.0,1.0,True
953,where-to-buy.co,24,1,0,1.0,0.0,1.0,False
954,wn.com,4,2,0,0.5,0.0,1.0,False
955,win-rar.com,1,1,0,1.0,3.0,0.0,False
956,wallpaperscraft.com,2,1,0,1.0,0.0,1.0,False
957,wn.nr,3,1,0,1.0,0.0,1.0,False
958,whois.net,1,1,0,0.0,0.0,1.0,False
959,wikia-services.com,4,1,0,0.0,0.0,1.0,False
960,workflow.is,1,1,0,1.0,0.0,1.0,False
961,we.tl,60,1,0,0.9666666666666667,0.0,1.0,False
962,wikileaks.org,5,3,0,1.5,0.8,0.2,False
963,wanikani.com,40,1,0,1.0,0.0,1.0,False
964,wl.is,6,1,0,0.0,0.0,1.0,False
965,xola.com,13,1,0,1.0,0.0,1.0,False
966,xsolla.com,1,1,0,0.0,0.0,1.0,False
967,xvideos.com,10,1,0,0.0,0.0,1.0,False
968,xxxbunker.com,2,1,0,0.0,0.0,1.0,False
969,xjv.vg,1,1,0,0.0,0.0,1.0,True
970,xbooru.com,4,1,0,0.0,0.0,1.0,False
971,xueqiu.com,2,2,0,0.0,0.0,1.0,False
972,xccv.biz,1,1,0,0.0,0.0,1.0,False
973,xqj.vg,1,1,0,0.0,0.0,1.0,True
974,xkcd.com,8,2,0,0.0,0.0,1.0,False
975,xhcdn.com,2,1,0,2.0,1.0,0.5,False
976,xtube.com,1,1,0,0.0,0.0,1.0,False
977,xrkwr.tk,1,1,0,0.0,0.0,1.0,True
978,xcafe.com,1,1,0,0.0,0.0,1.0,False
979,yummly.uk,8,1,0,1.0,0.0,1.0,False
980,yahoo.co.kr,3,2,0,1.0,0.0,1.0,False
981,youronlinechoices.com,1,1,0,1.0,0.0,1.0,False
982,youtu.be,26,2,0,0.5,0.0,1.0,False
983,yourlust.com,1,1,0,0.0,0.0,1.0,False
984,yandex.ru,17,1,0,0.23529411764705882,0.17647058823529413,0.058823529411764705,False
985,yourjavascript.com,1,1,0,0.0,0.0,1.0,False
986,ycharts.com,14,1,0,1.0,0.0,1.0,False
987,youjizzlive.com,2,1,0,0.0,0.0,1.0,False
988,youporn.com,1,1,0,0.0,0.0,1.0,False
989,yotpo.com,3,1,0,1.0,0.0,1.0,False
990,yota.ru,1,1,0,0.0,0.0,1.0,False
991,yuki.la,1,1,0,1.0,0.0,1.0,False
992,yoa.st,4,1,0,0.0,0.0,1.0,False
993,zalo.me,1,1,0,0.0,0.0,1.0,False
994,zergnet.com,2,1,0,1.0,0.0,1.0,False
995,zoom.us,15,1,0,1.0,0.0,1.0,False
996,zeotap.com,6,1,0,0.0,0.0,1.0,False
997,zynga.com,71,1,0,1.0,0.0,1.0,False
998,zerohedge.com,1,1,0,1.0,0.0,1.0,False
999,zello.com,4,1,0,0.0,0.0,1.0,False
1000,zer0day.to,1,1,0,1.0,0.0,1.0,False
1001,zillowstatic.com,16,1,0,0.9375,0.0,1.0,False
1002,zoho.com,3,1,0,0.0,0.0,1.0,False
1003,zohocorp.com,2,2,0,0.0,0.0,1.0,False
1004,zbporn.com,2,1,0,0.0,0.0,1.0,False
1005,zbrar.ws,1,1,0,1.0,0.0,1.0,True
1006,z6.com,4,1,0,0.0,0.0,1.0,False
1007,5p4rk13.com,1,1,0,0.0,0.0,1.0,False
1008,2k.com,24,1,0,1.0,0.0,1.0,False
1009,86a.se,1,1,0,0.0,0.0,1.0,True
1010,advancedhosters.com,1,1,0,0.0,0.0,1.0,False
1011,arks-layer.com,7,1,0,0.0,0.0,1.0,False
1012,apolloprogram.io,6,1,0,1.0,0.0,1.0,False
1013,ana-white.com,1,1,0,1.0,0.0,1.0,False
1014,akiba-online.com,4,2,0,0.5,0.0,1.0,False
1015,atkmodels.com,1,1,0,0.0,0.0,1.0,False
1016,authorize.net,4,2,0,0.0,0.0,1.0,False
1017,ams.org,1,1,0,0.0,0.0,1.0,False
1018,ashampoo.com,1,1,0,1.0,0.0,1.0,False
1019,audtd.com,2,1,0,1.0,0.0,1.0,False
1020,alocdn.com,10,1,0,1.0,0.0,1.0,False
1021,apicaller.ru,1,1,0,1.0,0.0,1.0,False
1022,artsy.net,4,1,0,0.0,0.0,1.0,False
1023,azlyrics.com,1,1,0,0.0,0.0,1.0,False
1024,anirena.com,8,1,0,0.0,0.0,1.0,False
1025,acme.com,1,1,0,1.0,0.0,1.0,False
1026,am15.net,7,1,0,1.0,0.2857142857142857,0.8571428571428571,False
1027,apkmirror.com,5,1,0,0.0,0.0,1.0,False
1028,advrider.com,1,1,0,0.0,0.0,1.0,False
1029,avosapps.us,3,1,0,0.0,0.0,1.0,False
1030,asspoint.com,1,1,0,0.0,0.0,1.0,False
1031,alaska.edu,1,1,0,0.0,0.0,1.0,False
1032,acestream.net,1,1,0,0.0,0.0,1.0,False
1033,alexa.com,12,1,0,1.0,0.0,1.0,False
1034,allears.net,2,1,0,0.0,0.0,1.0,False
1035,allover30.com,1,1,0,0.0,0.0,1.0,False
1036,brit.co,2,1,0,1.0,0.0,1.0,False
1037,bridalmusings.com,2,1,0,0.0,0.0,1.0,False
1038,blizzardwatch.com,6,1,0,0.0,0.0,1.0,False
1039,blogspot.com,10,2,0,0.9,0.0,1.0,False
1040,blackboard.com,1,1,0,0.0,0.0,1.0,False
1041,bigfishgames.com,1,1,0,1.0,0.0,1.0,False
1042,buymeapie.com,1,1,0,1.0,0.0,1.0,False
1043,bddatabase.net,1,1,0,1.0,0.0,1.0,False
1044,betweennapsontheporch.net,3,1,0,0.0,0.0,1.0,False
1045,bikeforums.net,8,1,0,0.0,0.0,1.0,False
1046,bms.com,1,1,0,0.0,0.0,1.0,False
1047,bt.dk,3,1,0,1.0,0.0,1.0,False
1048,bild.de,2,1,0,1.0,1.5,0.5,False
1049,b9ric.ws,1,1,0,1.0,0.0,1.0,True
1050,boobpedia.com,1,1,0,1.0,0.0,1.0,False
1051,chicoryapp.com,1,1,0,1.0,0.0,1.0,False
1052,churchleaders.com,4,1,0,1.0,0.0,1.0,False
1053,calendarlabs.com,1,1,0,1.0,0.0,1.0,False
1054,clearbit.com,3,2,0,1.0,0.0,1.0,False
1055,chatspin.com,4,1,0,0.0,0.0,1.0,False
1056,craftgossip.com,1,1,0,1.0,0.0,1.0,False
1057,camsoda1.com,1,1,0,0.0,0.0,1.0,False
1058,censor.net.ua,3,1,0,0.0,0.0,1.0,False
1059,coronalabs.com,14,2,0,0.6,0.0,1.0,False
1060,cnr.it,1,1,0,1.0,0.0,1.0,False
1061,cybersitter.com,1,1,0,1.0,2.0,0.0,False
1062,crossref.org,1,1,0,1.0,0.0,1.0,False
1063,crawlability.com,1,1,0,1.0,4.0,0.0,False
1064,curious.com,4,1,0,1.0,0.0,1.0,False
1065,chanel.com,1,1,0,1.0,0.0,1.0,False
1066,drizly.com,2,1,0,0.0,0.0,1.0,False
1067,duitang.com,1,1,0,0.0,0.0,1.0,False
1068,docusign.net,1,1,0,1.0,0.0,1.0,False
1069,dyinglightgame.com,2,1,0,1.0,0.0,1.0,False
1070,dnevnik.hr,2,1,0,0.0,0.0,1.0,False
1071,designobserver.com,8,1,0,0.0,0.0,1.0,False
1072,diply.com,4,1,0,0.0,0.0,1.0,False
1073,directly.com,13,1,0,1.0,0.0,1.0,False
1074,dbstatic.no,4,1,0,0.0,0.0,1.0,False
1075,dailyburn.com,1,1,0,1.0,0.0,1.0,False
1076,deviceatlas.com,1,1,0,0.0,0.0,1.0,False
1077,dnd-wiki.org,4,1,0,0.0,0.0,1.0,False
1078,echofon.com,6,1,0,1.0,0.0,1.0,False
1079,eurosport.co.uk,1,1,0,2.0,0.0,1.0,False
1080,euronews.com,1,1,0,0.0,0.0,1.0,False
1081,enviragallery.com,1,1,0,1.0,0.0,1.0,False
1082,elo.ai,6,1,0,0.0,0.0,1.0,True
1083,etracker.de,1,1,0,0.0,0.0,1.0,False
1084,espnmediazone.com,6,1,0,0.0,0.0,1.0,False
1085,eventbrite.co.uk,8,1,0,1.0,0.0,1.0,False
1086,eurosport.fr,1,1,0,2.0,0.0,1.0,False
1087,errortracker.net,1,1,0,0.0,0.0,1.0,False
1088,email.cz,2,1,0,0.0,0.0,1.0,False
1089,edublogs.org,2,1,0,0.0,0.0,1.0,False
1090,favim.com,1,1,0,1.0,0.0,1.0,False
1091,fleshbot.com,1,1,0,0.0,0.0,1.0,False
1092,financialpost.com,2,2,0,1.0,0.0,1.0,False
1093,facer.io,1,1,0,0.0,0.0,1.0,False
1094,fidelity.com,4,1,0,0.0,0.0,1.0,False
1095,fmovies.se,1,1,0,0.0,0.0,1.0,False
1096,fodors.com,6,1,0,0.0,0.0,1.0,False
1097,fileinfo.com,1,1,0,3.0,2.0,0.0,False
1098,f-at.co.uk,2,2,0,1.5,0.0,1.0,False
1099,food52.com,4,1,0,0.0,0.0,1.0,False
1100,fedex.com,6,1,0,1.0,0.0,1.0,False
1101,forestapp.cc,8,1,0,0.0,0.0,1.0,False
1102,filetypeadvisor.com,1,1,0,1.0,2.0,0.0,False
1103,gonative.io,1,1,0,1.0,0.0,1.0,False
1104,goal.com,1,1,0,0.0,0.0,1.0,False
1105,geocities.com,1,1,0,1.0,0.0,1.0,False
1106,gamefaqs.com,4,1,0,0.0,0.0,1.0,False
1107,gmail.cm,13,2,0,0.7692307692307693,0.0,1.0,False
1108,glowhost.com,1,1,0,1.0,0.0,1.0,False
1109,getformsonline.com,1,1,0,1.0,0.0,1.0,False
1110,gotceleb.com,5,1,0,0.0,0.0,1.0,False
1111,googl.com,10,1,0,1.1,0.0,1.0,False
1112,google.gr,8,1,0,1.0,0.0,1.0,False
1113,gazeta.pl,1,1,0,1.0,0.0,1.0,False
1114,google.com.ar,9,1,0,1.0,0.0,1.0,False
1115,graphisoft.com,1,1,0,0.0,0.0,1.0,False
1116,hotplug.ru,2,1,0,0.5,0.0,1.0,False
1117,healthunlocked.com,15,2,0,1.0,0.0,1.0,False
1118,huckberry.com,2,1,0,0.0,0.0,1.0,False
1119,hindawi.com,16,1,0,1.0,0.0,1.0,False
1120,hbo.com,2,1,0,1.0,0.0,1.0,False
1121,homeadore.com,1,1,0,1.0,0.0,1.0,False
1122,hugelolcdn.com,6,1,0,0.0,0.0,1.0,False
1123,hyperallergic.com,2,1,0,0.0,0.0,1.0,False
1124,izotope.com,4,1,0,1.0,0.0,1.0,False
1125,imgtaxi.com,4,1,0,0.0,0.0,1.0,False
1126,irna.ir,1,1,0,0.0,0.0,1.0,False
1127,inmyownstyle.com,3,1,0,0.0,0.0,1.0,False
1128,ikeahackers.net,8,1,0,0.0,0.0,1.0,False
1129,islayer.com,1,1,0,1.0,0.0,1.0,False
1130,infogr.am,2,1,0,1.0,0.0,1.0,False
1131,iptv-kartina.tv,4,1,0,0.0,0.0,1.0,False
1132,indiatimes.com,8,2,0,0.5,0.0,1.0,False
1133,iomega.com,6,2,0,0.5,0.0,1.0,False
1134,iegallery.com,5,3,0,0.0,0.0,1.0,False
1135,ipleak.net,2,1,0,0.0,0.0,1.0,False
1136,jinshuju.net,4,1,0,1.0,0.0,1.0,False
1137,jriver.com,1,1,0,1.0,0.0,1.0,False
1138,jakdojade.pl,1,1,0,1.0,0.0,1.0,False
1139,jeppesen.com,1,1,0,1.0,0.0,1.0,False
1140,jotform.com,1,1,0,1.0,0.0,1.0,False
1141,joomla.org,1,1,0,1.0,0.0,1.0,False
1142,justatic.com,12,1,0,1.0,0.0,1.0,False
1143,jwplayer.com,4,1,0,0.0,0.0,1.0,False
1144,jen.vg,1,1,0,0.0,0.0,1.0,True
1145,jld.mx,3,1,0,1.0,0.0,1.0,True
1146,kiwi.com,24,1,0,1.0,0.0,1.0,False
1147,kinja-img.com,4,1,0,0.0,0.0,1.0,False
1148,kakaku.com,1,1,0,0.0,0.0,1.0,False
1149,kinguin.net,2,1,0,0.0,0.0,1.0,False
1150,keywordtool.io,6,1,0,0.0,0.0,1.0,False
1151,korrespondent.net,1,1,0,0.0,0.0,1.0,False
1152,ktla.com,1,1,0,0.0,0.0,1.0,False
1153,kik.me,20,1,0,1.0,0.0,1.0,False
1154,ldscdn.org,1,1,0,1.0,0.0,1.0,False
1155,laughingsquid.com,1,1,0,0.0,0.0,1.0,False
1156,liu.se,2,1,0,0.5,0.0,1.0,False
1157,lookastic.com,1,1,0,1.0,0.0,1.0,False
1158,lpsg.com,1,1,0,0.0,0.0,1.0,False
1159,laurelberninteriors.com,1,1,0,1.0,0.0,1.0,False
1160,msi.com,1,1,0,1.0,0.0,1.0,False
1161,mapbox.com,4,1,0,0.0,0.0,1.0,False
1162,mercadojobs.com,3,1,0,0.0,0.0,1.0,False
1163,mibbit.com,1,1,0,1.0,0.0,1.0,False
1164,mastercard.com,1,1,0,1.0,0.0,1.0,False
1165,macys.com,5,2,0,1.0,0.0,1.0,False
1166,myip.ms,2,2,0,1.0,1.5,0.5,False
1167,marginalrevolution.com,6,1,0,0.0,0.0,1.0,False
1168,mixmag.net,8,1,0,0.0,0.0,1.0,False
1169,marketgid.com,1,1,0,0.0,0.0,1.0,False
1170,mises.org,3,1,0,0.0,0.0,1.0,False
1171,mixcloud.com,4,1,0,0.0,0.0,1.0,False
1172,mangareader.net,1,1,0,0.0,0.0,1.0,False
1173,monsterenergy.com,2,1,0,0.0,0.0,1.0,False
1174,momentumdash.com,1,1,0,0.0,0.0,1.0,False
1175,nofilmschool.com,8,1,0,0.0,0.0,1.0,False
1176,net-a-porter.com,1,1,0,1.0,0.0,1.0,False
1177,naver.com,4,1,0,0.0,0.0,1.0,False
1178,nutaku.com,1,1,0,0.0,0.0,1.0,False
1179,newsday.com,2,1,0,0.0,0.0,1.0,False
1180,niqurufkni.ws,1,1,0,1.0,0.0,1.0,True
1181,newshost.co.za,8,1,0,0.0,0.0,1.0,False
1182,ncm.mo,3,1,0,0.0,0.0,1.0,True
1183,nicovideo.jp,1,1,0,0.0,0.0,1.0,False
1184,nih.gov,1,1,0,1.0,0.0,1.0,False
1185,nowtoronto.com,1,1,0,1.0,0.0,1.0,False
1186,orkut.com.br,1,1,0,1.0,0.0,1.0,False
1187,overblog.com,1,1,0,0.0,0.0,1.0,False
1188,orkut.com,4,1,0,1.0,0.0,1.0,False
1189,offerpop.com,3,1,0,1.0,0.0,1.0,False
1190,pair.com,1,1,0,1.0,4.0,0.0,False
1191,pornmd.com,1,1,0,0.0,0.0,1.0,False
1192,panic.com,1,1,0,1.0,0.0,1.0,False
1193,paradoxmyhome.com,2,1,0,1.0,0.0,1.0,False
1194,prowlapp.com,3,1,0,1.0,0.0,1.0,False
1195,pleated-jeans.com,6,1,0,0.0,0.0,1.0,False
1196,pctools.com,1,1,0,0.0,0.0,1.0,False
1197,pornburst.xxx,6,1,0,0.0,0.0,1.0,False
1198,princeton.edu,1,1,0,1.0,9.0,0.0,False
1199,people.com.cn,1,1,0,0.0,0.0,1.0,False
1200,pho.to,1,1,0,1.0,0.0,1.0,False
1201,proquest.com,1,1,0,1.0,4.0,0.0,False
1202,prq.to,1,1,0,0.0,0.0,1.0,False
1203,prestashop.com,1,1,0,2.0,0.0,1.0,False
1204,pinterest.info,4,1,0,0.0,0.0,1.0,False
1205,publichd.eu,1,1,0,0.0,0.0,1.0,False
1206,proxmox.com,1,1,0,1.0,0.0,1.0,False
1207,passmark.com,1,1,0,1.0,2.0,0.0,False
1208,pdfarchitect.org,1,1,0,1.0,0.0,1.0,False
1209,porn.com,1,1,0,0.0,0.0,1.0,False
1210,privateinternetaccess.com,2,2,0,1.0,0.0,1.0,False
1211,quora.com,17,1,0,1.0,0.0,1.0,False
1212,responsivevoice.org,8,1,0,0.0,0.0,1.0,False
1213,redmondpie.com,3,1,0,0.0,0.0,1.0,False
1214,r29.co,2,1,0,1.0,0.0,1.0,False
1215,robinhood.com,27,1,0,1.0,0.0,1.0,False
1216,rjqadtkefnt.eu,1,1,0,0.0,0.0,1.0,True
1217,sproutsocial.com,12,1,0,1.0,0.0,1.0,False
1218,stanford.edu,2,1,0,0.5,0.0,1.0,False
1219,storenvy.com,4,1,0,0.0,0.0,1.0,False
1220,shaybocks.com,1,1,0,1.0,0.0,1.0,False
1221,setapp.com,1,1,0,1.0,0.0,1.0,False
1222,ssllabs.com,1,1,0,1.0,2.0,0.0,False
1223,shoutca.st,6,1,0,0.0,0.0,1.0,False
1224,share-videos.se,1,1,0,0.0,0.0,1.0,False
1225,samepage.io,15,1,0,1.0,0.0,1.0,False
1226,shoryuken.com,1,1,0,0.0,0.0,1.0,False
1227,signnow.com,6,1,0,1.0,0.0,1.0,False
1228,ssrn.com,2,1,0,1.0,0.0,1.0,False
1229,specificfeeds.com,6,1,0,0.0,0.0,1.0,False
1230,smh.com.au,16,1,0,1.0,0.0,1.0,False
1231,ssense.com,2,1,0,0.0,0.0,1.0,False
1232,somethingturquoise.com,6,3,0,1.0,0.0,1.0,False
1233,skechboy.com,4,1,0,0.0,0.0,1.0,False
1234,snom.com,2,1,0,1.0,0.0,1.0,False
1235,twitchy.com,4,1,0,0.0,0.0,1.0,False
1236,thetruthaboutcancer.com,2,1,0,1.0,0.0,1.0,False
1237,tinybeans.com,12,1,0,1.0,0.0,1.0,False
1238,tutotoons.com,1,1,0,1.0,0.0,1.0,False
1239,torrentbox.com,1,1,0,1.0,0.0,1.0,False
1240,tapbots.net,3,1,0,0.0,0.0,1.0,False
1241,tmz.com,12,1,0,1.0,0.0,1.0,False
1242,test.com,1,1,0,0.0,0.0,1.0,False
1243,tracemyip.org,1,1,0,0.0,0.0,1.0,False
1244,tappedout.net,6,1,0,0.0,0.0,1.0,False
1245,thefilmexperience.net,1,1,0,0.0,0.0,1.0,False
1246,themoneyconverter.com,1,1,0,1.0,0.0,1.0,False
1247,toucharcade.com,6,1,0,0.0,0.0,1.0,False
1248,thecatsite.com,7,1,0,0.0,0.0,1.0,False
1249,tradingeconomics.com,3,1,0,1.0,0.0,1.0,False
1250,thebigboss.org,1,1,0,0.0,0.0,1.0,False
1251,trustpilot.com,9,1,0,1.0,0.0,1.0,False
1252,themoth.org,1,1,0,0.0,0.0,1.0,False
1253,upliftconnect.com,3,1,0,0.0,0.0,1.0,False
1254,ustream.tv,4,2,0,1.0,0.0,1.0,False
1255,uploadvr.com,1,1,0,1.0,0.0,1.0,False
1256,ufslrxj.ws,1,1,0,1.0,0.0,1.0,True
1257,usps.com,1,1,0,1.0,0.0,1.0,False
1258,uh.edu,1,1,0,1.0,2.0,0.0,False
1259,url.cn,4,1,0,0.0,0.0,1.0,False
1260,vidlox.tv,1,1,0,0.0,0.0,1.0,False
1261,varlamov.ru,7,1,0,0.14285714285714285,0.2857142857142857,0.0,False
1262,vancouver.ca,1,1,0,0.0,0.0,1.0,False
1263,vivaldi.net,6,1,0,0.0,0.0,1.0,False
1264,vidiq.com,1,1,0,0.0,0.0,1.0,False
1265,vestiairecollective.com,2,1,0,1.0,0.0,1.0,False
1266,waindigo.org,1,1,0,1.0,2.0,0.0,False
1267,wnkftpdlnwevrgxfqlh.eu,1,1,0,0.0,0.0,1.0,True
1268,wtop.com,4,1,0,0.0,0.0,1.0,False
1269,worldremit.com,2,1,0,0.0,0.0,1.0,False
1270,workflowy.com,20,1,0,1.0,0.0,1.0,False
1271,winemag.com,1,1,0,0.0,0.0,1.0,False
1272,wsj.com,4,1,0,1.0,0.0,1.0,False
1273,warframe.com,5,2,0,0.6,0.0,1.0,False
1274,webkul.com,6,1,0,0.0,0.0,1.0,False
1275,wretch.cc,3,2,0,1.0,0.0,1.0,False
1276,wallpapersdsc.net,1,1,0,1.0,0.0,1.0,False
1277,wasabii.com.tw,1,1,0,0.0,0.0,1.0,False
1278,wordcounter.net,4,1,0,0.0,0.0,1.0,False
1279,whatsgabycooking.com,4,1,0,0.0,0.0,1.0,False
1280,xiachufang.com,4,1,0,0.0,0.0,1.0,False
1281,yepi.com,6,1,0,0.0,0.0,1.0,False
1282,yellowpages.com,1,1,0,1.0,0.0,1.0,False
1283,youzan.com,2,1,0,0.0,0.0,1.0,False
1284,yummly.com,12,1,0,1.0,0.0,1.0,False
1285,youqueen.com,1,1,0,1.0,0.0,1.0,False
1286,ymail.com,3,2,0,1.0,0.0,1.0,False
1287,yuku.com,2,1,0,0.0,0.0,1.0,False
1288,zenmate.com,4,1,0,0.0,0.0,1.0,False
1289,zedo.com,1,1,0,1.0,0.0,1.0,False
1290,2ztm.ws,1,1,0,1.0,0.0,1.0,True
1291,1ug.fm,1,1,0,1.0,0.0,1.0,True
1292,aaa.com,2,1,0,0.0,0.0,1.0,False
1293,afamily.vn,2,1,0,0.5,0.0,1.0,False
1294,addapinch.com,3,1,0,0.0,0.0,1.0,False
1295,abb.com,1,1,0,0.0,0.0,1.0,False
1296,aicf.fr,6,1,0,0.0,0.0,1.0,True
1297,artfulparent.com,4,1,0,0.0,0.0,1.0,False
1298,bumbcdn.com,2,1,0,0.0,0.0,1.0,False
1299,beinsports.com,1,1,0,0.0,0.0,1.0,False
1300,bol.com,1,1,0,3.0,0.0,1.0,False
1301,bellethemagazine.com,3,1,0,0.0,0.0,1.0,False
1302,bharatmatrimony.com,2,2,0,1.0,0.0,1.0,False
1303,bloglovin.com,2,1,0,0.0,0.0,1.0,False
1304,btcake.com,1,1,0,0.0,0.0,1.0,False
1305,browserstack.com,4,1,0,1.0,0.0,1.0,False
1306,bitsum.com,1,1,0,0.0,0.0,1.0,False
1307,camster.com,1,1,0,0.0,0.0,1.0,False
1308,c5fnj.vg,1,1,0,0.0,0.0,1.0,True
1309,ceskatelevize.cz,1,1,0,1.0,3.0,0.0,False
1310,cob.by,1,1,0,0.0,0.0,1.0,True
1311,clicksor.com,1,1,0,1.0,0.0,1.0,False
1312,code42.com,1,1,0,1.0,2.0,0.0,False
1313,curseforge.com,2,1,0,0.0,0.0,1.0,False
1314,cld.bz,1,1,0,1.0,0.0,1.0,False
1315,cam.ac.uk,2,1,0,0.5,0.0,1.0,False
1316,cbsn.ws,2,1,0,1.0,0.0,1.0,False
1317,dune-hd.com,1,1,0,1.0,2.0,0.0,False
1318,destructoid.com,6,1,0,0.0,0.0,1.0,False
1319,daddario.com,1,1,0,0.0,0.0,1.0,False
1320,doist.com,4,1,0,1.0,0.0,1.0,False
1321,dermnetnz.org,6,1,0,0.0,0.0,1.0,False
1322,deavita.fr,6,1,0,0.0,0.0,1.0,False
1323,dstillery.com,1,1,0,1.0,0.0,1.0,False
1324,disney.co.uk,7,3,0,1.0,0.0,1.0,False
1325,dashnet.org,2,2,0,0.5,0.0,1.0,False
1326,diabetes.co.uk,3,1,0,0.0,0.0,1.0,False
1327,dndmafwiii.ws,1,1,0,1.0,0.0,1.0,True
1328,dn.se,9,2,0,0.8888888888888888,0.0,1.0,False
1329,diyprojects.com,4,1,0,0.0,0.0,1.0,False
1330,dotmetrics.net,1,1,0,1.0,0.0,1.0,False
1331,dw.com,2,1,0,0.0,0.0,1.0,False
1332,eklablog.com,1,1,0,1.0,5.0,0.0,False
1333,elitedaily.com,12,1,0,1.0,0.0,1.0,False
1334,easyshop.io,1,1,0,1.0,0.0,1.0,False
1335,ecwid.com,8,1,0,1.0,0.0,1.0,False
1336,educreations.com,6,1,0,1.0,0.0,1.0,False
1337,eluniversal.com.mx,2,1,0,0.0,0.0,1.0,False
1338,fun.tv,1,1,0,0.0,0.0,1.0,False
1339,focus.de,7,2,0,1.0,0.0,1.0,False
1340,flaticon.com,1,1,0,1.0,0.0,1.0,False
1341,ftvgirls.com,1,1,0,1.0,2.0,0.0,False
1342,filestube.com,1,1,0,1.0,0.0,1.0,False
1343,fishki.net,6,1,0,0.0,0.0,1.0,False
1344,fiplab.com,3,1,0,0.0,0.0,1.0,False
1345,followmee.com,1,1,0,1.0,0.0,1.0,False
1346,google.hu,3,1,0,1.0,0.0,1.0,False
1347,goop.com,4,1,0,0.0,0.0,1.0,False
1348,genieo.com,1,1,0,1.0,0.0,1.0,False
1349,google.co.th,2,1,0,1.0,0.0,1.0,False
1350,geocities.ws,3,1,0,0.0,0.0,1.0,False
1351,houseandhome.com,6,1,0,0.0,0.0,1.0,False
1352,hiconsumption.com,4,1,0,0.25,0.0,1.0,False
1353,heroesandgenerals.com,1,1,0,1.0,0.0,1.0,False
1354,homedepot.com,1,1,0,1.0,0.0,1.0,False
1355,hative.com,4,1,0,0.0,0.0,1.0,False
1356,instansive.com,1,1,0,0.0,0.0,1.0,False
1357,iowagirleats.com,1,1,0,1.0,0.0,1.0,False
1358,jcaptwazje.ws,1,1,0,1.0,0.0,1.0,True
1359,jazzradio.com,1,1,0,1.0,0.0,1.0,False
1360,jquerymobile.com,2,1,0,0.0,0.0,1.0,False
1361,kuroy.me,8,1,0,0.0,0.0,1.0,False
1362,kxskumsm.ws,1,1,0,1.0,0.0,1.0,True
1363,losandes.com.ar,1,1,0,1.0,0.0,1.0,False
1364,lookbook.nu,12,1,0,0.0,0.0,1.0,False
1365,leica-geosystems.com,1,1,0,0.0,0.0,1.0,False
1366,lyricfind.com,1,1,0,0.0,0.0,1.0,False
1367,lyft.com,4,1,0,1.0,0.0,1.0,False
1368,lightinthebox.com,2,1,0,1.0,0.0,1.0,False
1369,live2support.com,6,1,0,0.0,0.0,1.0,False
1370,lifeplace.net,1,1,0,1.0,0.0,1.0,True
1371,luminous-landscape.com,1,1,0,1.0,0.0,1.0,False
1372,lmgtfy.com,53,1,0,1.0,0.0,1.0,False
1373,motorola.com,2,1,0,0.0,0.0,1.0,False
1374,marinetraffic.com,4,1,0,0.0,0.0,1.0,False
1375,mrdoob.com,4,1,0,1.0,0.0,1.0,False
1376,mht3.ws,1,1,0,1.0,0.0,1.0,True
1377,mingle2.com,6,1,0,0.0,0.0,1.0,False
1378,macrumors.com,6,1,0,0.0,0.0,1.0,False
1379,marktplaats.nl,1,1,0,1.0,0.0,1.0,False
1380,nejm.org,1,1,0,2.0,0.0,1.0,False
1381,naldzgraphics.net,1,1,0,2.0,0.0,1.0,False
1382,nzi.ru,1,1,0,1.0,0.0,1.0,True
1383,needsupply.com,4,1,0,0.0,0.0,1.0,False
1384,npmjs.com,2,1,0,0.0,0.0,1.0,False
1385,odnoklassniki.ru,3,1,0,0.0,0.0,1.0,False
1386,opstatics.com,2,1,0,1.0,0.0,1.0,False
1387,osmc.tv,1,1,0,1.0,0.0,1.0,False
1388,opensignal.com,4,1,0,1.0,0.0,1.0,False
1389,oennehmt.ws,1,1,0,1.0,0.0,1.0,True
1390,pornreactor.cc,1,1,0,1.0,0.0,1.0,False
1391,pipedrive.com,4,1,0,0.0,0.0,1.0,False
1392,pressjack.com,1,1,0,1.0,0.0,1.0,False
